1TruqeFyuxf5qXS219BORjBJyi60-9jRM	02 Dream	mp3	8.16	CinePRO Sound Design	Essentials	
1dCYwAPhaphtT8bs4wfOfPl_5jLy1a6Eu	02 Heartbeat B	wav	23	CinePRO Sound Design	Essentials	terror
126i8GkHuBK0LscLfHDdjJKRTNGHbxPeT	02 Impact Hit	wav	7.24	CinePRO Sound Design	Essentials	
1I3eF0OBZhGkWWC56kGPeqy7iF1rBCfnC	02 Low Rumble B	wav	20	CinePRO Sound Design	Essentials	terror
1ZKVxKHdl80t7x9VowD3EktzqTlMcFp2a	02 Muffled Piano Hit B	wav	13.37	CinePRO Sound Design	Essentials	
1tqDxmDAIJ9ieTIMGJwYRbKpXcMbb6oly	02 Prison Braaam	wav	4.5	CinePRO Sound Design	Essentials	
11XbThU95Lhc7wIv0tF0Pk-TVDgSCa0o_	02 Simple Whoosh B	wav	2.2	CinePRO Sound Design	Essentials	corporativo
1R0yeHXqdjJ33b0xgbX5uItBrUL5BMt2a	02 Spirit	wav	14	CinePRO Sound Design	Essentials	terror
11SYueteCoVvXFRharSFZbZvt8vMzkbcT	02 Transcend	mp3	57.75	CinePRO Sound Design	Essentials	
1d4htd3z8eJ9D1WOI9R0d26XUbzACnAtx	02 Velocity Whoosh	mp3	3.08	CinePRO Sound Design	Essentials	
1HUgsBx0cKQKNPtlDjob8SE8KW_8gb9Jb	02 Wind B	wav	52.01	CinePRO Sound Design	Essentials	
1_tr9swQfkssOl1ta2QPM1E0kqOuqb88w	02 Woosh2	mp3	1.54	CinePRO Sound Design	SFX	
11aRRy4e4QlnEEyjpAqvMpbI5X74rGVZc	02 Woosh2	wav	1.47	CinePRO Sound Design	SFX	
18EoiGTnqmj7TedcW3Cs4SgIXbKuq5zWW	02_Glitch	wav	0.63	CinePRO Visual	Overlay	reels
1Tx1qUWvJ4u95XFvK4r4ttD-p0n2hP-dK	02. Trailer Impact	wav	10	CinePRO Sound Design	SFX	
1jxI-qNTrwVSIHwXgDv0dtCtwLBUiJRya	03	wav	2.43	CinePRO Sound Design	SFX	
1sBuoYzs07j7ug4XbNiwSP9FkB_X9J_0S	03 Chopper C	wav	18.78	CinePRO Sound Design	Essentials	
1BC5QiNHR-Ui7RpYBXcsdAMJfKCv_hkYT	03 Classic Bass Drop C	wav	6	CinePRO Sound Design	Essentials	
1yWmN-5PCHss4kxWygaZrbCXS8eXuFHEP	03 Clock Ticking	wav	9.6	CinePRO Sound Design	Essentials	
1jmLDdqwpLoqrx3gJYHm6dPyq8GR0_qnp	03 Danger Hit	wav	5.38	CinePRO Sound Design	Essentials	
12TqVFoB2_gRcSxvjdqijVg1IpBhiR3PU	03 Deep Subtle Sweep A	wav	13.65	CinePRO Sound Design	Essentials	
1FueRr68089FJnt8S6_mSfq3KTs_kKqsS	03 Distortion Braaam A	wav	8.85	CinePRO Sound Design	Essentials	
10ZUsUEYcsR1-Q3W5seB-cnrfoKwM6Z1j	03 First Light	mp3	39.17	CinePRO Sound Design	Essentials	
1mvC1i0TYiWsmYW4z1vMrTawZQ4pt3NgT	03 Heartbeat C	wav	17.31	CinePRO Sound Design	Essentials	terror
1sWf9Nta2tOQ5J43pGz2IyTetqvUUTB9E	03 Hollow Hit	wav	3.64	CinePRO Sound Design	Essentials	
1KGcOpRvScuSDJ6bAHF4NDJuIMJ0xiGfj	03 Human Touch	mp3	16.3	CinePRO Sound Design	Essentials	
1G6GLAxYflFx2I3iBLUUSgVPzrcPmsK6t	03 Muffled Piano Hit C	wav	11.89	CinePRO Sound Design	Essentials	
1xpIpmCeMUf8st80bZO1OFrG2_BZ5inuU	03 Nature Riser	wav	9.77	CinePRO Sound Design	Essentials	
1EEXHd-niumR2pzXL_WwwhOvfd-0ofrhS	03 Pulsing Sub A	wav	23.27	CinePRO Sound Design	Essentials	
1MlO19W4Jb-7Jh4IW7pC5z8niMohxGUlO	03 Simple Whoosh C	wav	2.87	CinePRO Sound Design	Essentials	corporativo
1MXNp7W_eHLBI98szHbTYr2IyyLsxeYqO	03 Sub Hit	wav	13.37	CinePRO Sound Design	Essentials	
1lUBYKkFoR4GB3h37dvoFy86qvBVfqY5o	03 Surface	mp3	7.35	CinePRO Sound Design	Essentials	
1HuNOapGJoyUJNARqbtA1uPbi804id6t1	03 Travelers	mp3	4.83	CinePRO Sound Design	Essentials	
17ViZ_sAB0M9ShEQwGhlRs8Ml8PnkaQqf	03 Weightless	mp3	51.89	CinePRO Sound Design	Essentials	
1tY_5_UcjksC3JQpzSCvuJ9225covml99	03 Whoosh Hit	mp3	7.78	CinePRO Sound Design	Essentials	reels
14BUMxwnwvE8SQbgMCrmr1DvyRWuLVDHF	03 Wind C	wav	14.86	CinePRO Sound Design	Essentials	
1aw1lKQXIUATAzYk2tFUyVTTnmCXajFWA	03 Woosh3	mp3	0.92	CinePRO Sound Design	SFX	vlog,corporativo
17DxBBuANIY_lvv1q8MP8EvxaAAfmklJ4	03 Woosh3	wav	0.85	CinePRO Sound Design	SFX	
1xpmCk2YDQw99VPIKWA71jBqIS9DUHQeo	03_Glitch	wav	0.75	CinePRO Visual	Overlay	reels
1SrdNNwW88lXRQ47ye8cOuGn1hO04z8UB	03. Trailer Impact	wav	8	CinePRO Sound Design	SFX	
10W5xWmHGxzgIap62SkgCQkGCKfwZeVBn	03121 ring signals	wav	1.4	CinePRO Sound Design	Essentials	
18S-w1tFL3BcfyVWYGIAKFR9rj-zZZpKB	04 Alien Hit	wav	7.36	CinePRO Sound Design	Essentials	
18ecKpDwlonx47Bbq17LMdDfJHAkLivkN	04 Blare Hit	wav	5.94	CinePRO Sound Design	Essentials	
1bDnVpV8I15MAFj6qDhwi0Ikl-zd1NkWv	04 Chamber Hit	wav	7.43	CinePRO Sound Design	Essentials	
1Uy7nmAI8MwbHuo6puOVOBiei83xgFs-o	04 Chopper D	wav	18.78	CinePRO Sound Design	Essentials	
1w3wYdHma7eElh9DD6Epc5lJFz6WcMrsw	04 Classic Bass Drop D	wav	6	CinePRO Sound Design	Essentials	
1ciwh-exqA_ktJfbWXa1XZsfMdLpoSYgc	04 Clock Ticking	wav	9.6	CinePRO Sound Design	Essentials	
154nhksHNfjqX3kewwOaW4vUBbFlJj0aV	04 Deep Subtle Sweep B	wav	12.65	CinePRO Sound Design	Essentials	
1UR9wSo-ZE5QUx8XuMh9eg24DPzf5geV9	04 Definitive Hit	mp3	5.48	CinePRO Sound Design	Essentials	
1dj6J2twlJ8TNULea5Y2ylXE8m885QsD_	04 Distant Energy	mp3	57.75	CinePRO Sound Design	Essentials	
1FtUyIH6Bg0MOsLi4jz3J9lrMeYahIeth	04 Distortion Braaam B	wav	8.72	CinePRO Sound Design	Essentials	
1CI4jB0v1Gnc5xUrgpJaqJWieMs7Ajodd	04 Gentle Gleams	mp3	26.79	CinePRO Sound Design	Essentials	
1eTIR-PcDu2DaPjlSYtKV0RkNMq8qIk5j	04 Muffled Piano Hit D	wav	11.89	CinePRO Sound Design	Essentials	
1i6YzIbn3uOGcK-2aB4l5HW_EKJMaeNc5	04 Paradox A	mp3	10.83	CinePRO Sound Design	Essentials	
1KT15iQBe60G-9_8GFGdiuzBvmn4EZodW	04 Pulsing Sub B	wav	29.72	CinePRO Sound Design	Essentials	
1sOlOp7xGd74fgD-XAruRzrR8PgEQcUAB	04 Simple Whoosh D	wav	2.97	CinePRO Sound Design	Essentials	corporativo
1G8yl6KV97EFNc_E1WU41Q3Mnym6lgZ1J	04 Storm	mp3	5.69	CinePRO Sound Design	Essentials	
1VKU8D6U_emz9O6B-j2gxp0dRAH8kqPAp	04 Uncharted	mp3	6.94	CinePRO Sound Design	Essentials	
1ZnI9_HL-QjwZWWbjKcBCLhP2VICixoxP	04 Waiting	wav	19.25	CinePRO Sound Design	Essentials	terror
1vi0DZPjTvem_4jPoqhjga4F2qPAfy1ez	04 Wind D	wav	28.24	CinePRO Sound Design	Essentials	
1-O8TaFJ3cfEPGAGbk7erwpBJP3ub2yuS	04 Woosh4	wav	2.55	CinePRO Sound Design	SFX	vlog,corporativo
1Lk_vaXGo92MR3-WjZFHfiygfHY6p5Bgt	04 Woosh4	mp3	2.61	CinePRO Sound Design	SFX	
1MTzT15HrgLPC-nMZt9lN7CIAzu5iJsbj	04 Zero In Riser	wav	7.43	CinePRO Sound Design	Essentials	
1yP4wiSpGUmr8z5tIbWKpCpHg8iw09LZq	04_Friction	wav	0.63	CinePRO Visual	Overlay	
11KNvPm6s4H2Z_kZZdS023J3nt8IYjUVG	04. Trailer Impact	wav	8	CinePRO Sound Design	SFX	
1hBerg6cxXTl6xHAZp0wBU8U-e2Q7xzFL	05 Arriving	mp3	8.74	CinePRO Sound Design	Essentials	
1s9N4tXUIxGP_L9ATbrYxfyfuB9TLe5bV	05 Attention Hit	wav	3.67	CinePRO Sound Design	Essentials	
1pF0g2iQC-kAtjyqeXk-cZmzGrM-lR6Hv	05 Cape Whoosh A	wav	2.02	CinePRO Sound Design	Essentials	
1q17lQwSGSGx8y3FsGxhoyRoCxbGdXJbB	05 Clock Ticking	wav	9.6	CinePRO Sound Design	Essentials	
1wqyPiqV0OJBJqqVj8MUCvBcolt9UoAzv	05 Deep Drone Slow	wav	8.65	CinePRO Sound Design	Essentials	
1npHV6L0T19ZasIDu3IlJ_McZjzcsibVt	05 Deep Rumble	wav	27.75	CinePRO Sound Design	Essentials	
1yujntqJJ_LMI8WlQ8Pyt3w2rwrXwojy2	05 Deep Subtle Sweep C	wav	12.56	CinePRO Sound Design	Essentials	
1kaHTElNoYOQYWwuOehXd2PeBRWkd9o_S	05 Dystopian A	wav	5.94	CinePRO Sound Design	Essentials	
1kiV0Ke3sBQEkS9O03VmLYx1yYIkrNxIp	05 Exhale A	mp3	8.76	CinePRO Sound Design	Essentials	
1r0ipsIJJa_M6o09e0_IElinAMkmftt4-	05 Hum	mp3	37.85	CinePRO Sound Design	Essentials	
1EhAd9BW9iAPI8_yERG3UVCvK54oA6YAZ	05 Light Piano Hit 1	wav	13.37	CinePRO Sound Design	Essentials	
1UEJNjSo2QwXYQSHq8jH96jC49wRC6R8y	05 Lingering Hit	wav	14.86	CinePRO Sound Design	Essentials	
1wQTzbdRGZxlKVZ54Ht99kbsLQ2wBnQOX	05 Medium Bass Drop A	wav	5	CinePRO Sound Design	Essentials	
1AlCbkDACN2wQFvllE6em9pprvG645RZT	05 Paradox B	mp3	15.7	CinePRO Sound Design	Essentials	
1Ws75nb80Pnmvxm4_tUnIfil1Sb3qUVkY	05 Resonance	mp3	58.25	CinePRO Sound Design	Essentials	
1cSEYlAInCC5CRuryYkU2miERQA6GnMse	05 Spirit Riser	wav	5.56	CinePRO Sound Design	Essentials	
1LN5l0R2yxtJLhsdlqVm6vd1cG1cW1Ot0	05 Stakeout	wav	19.25	CinePRO Sound Design	Essentials	terror
1o9yK9aLtu3Y_eNH0KRc3HhteVIfXjDBv	05 Subtle Hit	mp3	3.48	CinePRO Sound Design	Essentials	
1Em3uCHfb0sn-jD8IFJOIg_xbDPtrd_14	05 Temple Hit	wav	4.5	CinePRO Sound Design	Essentials	
1ZtF8iyiiWEKeOs_bt1POI13n7PqKPXFH	05 Wind E	wav	20.81	CinePRO Sound Design	Essentials	
1H6sXbIKIlr7oEb-s99IBi3hNUDZUuLq1	05 Woosh5	mp3	1.7	CinePRO Sound Design	SFX	
1fpaJwmZSatVgEBiOlpJ_o9xi-anVae6H	05 Woosh5	wav	1.65	CinePRO Sound Design	SFX	
1xYLtAK72rvZbx1rCsYTdA69uuPUmbfeI	05_Grunge Record	wav	2.84	CinePRO Visual	Overlay	
1KWH5n9HAa1o9dYzvVe5MA8RWLTUgoy3t	05. Trailer Impact	wav	6.5	CinePRO Sound Design	SFX	
1XS_7H1JpcMXgoBrH-ayJUOZ_zhJx3ajv	06 Afterwards	mp3	47.12	CinePRO Sound Design	Essentials	
1i_aeLzNEHgspTO_tzPwAgsY72SpI0KYq	06 Bassy Hit	wav	14.86	CinePRO Sound Design	Essentials	
1ITq70xfE6o318OijUDJ8MC2arAR1-7w1	06 Below The Surface	mp3	52.35	CinePRO Sound Design	Essentials	
1QB9izpvquBJhoo-bKHD6JohzDYubD1rE	06 Cape Whoosh B	wav	2.12	CinePRO Sound Design	Essentials	
1988yHZm_8EKrgerHiCUdbXWKMgMpEB2x	06 Deep Drone Fast	wav	7.55	CinePRO Sound Design	Essentials	
1IoGxNr045b4TGq57ZmH5fBCkbdRe8mvm	06 Drone Sweep A	wav	7.59	CinePRO Sound Design	Essentials	terror
1xryJz-4y7EMUsJmTcoasnH-FZli_wMs1	06 Dystopian B	wav	5.94	CinePRO Sound Design	Essentials	
1VAR0fRsR_jTT5U_lccXa1Z0zZSaFNrLG	06 Exhale B	mp3	9.92	CinePRO Sound Design	Essentials	
1EQ9glTjL0g2cVg_MLIws5AjN7hDIdjAJ	06 Full Hit	wav	7	CinePRO Sound Design	Essentials	
1v2Gztk4hR0v1GEz8YkUjvHcXZju1DVSG	06 Hum	wav	23.27	CinePRO Sound Design	Essentials	terror
1Cpzx7msOYHIy6qYmFFiN5IsnBTT8WKl-	06 Light Piano Hit 2	wav	13.37	CinePRO Sound Design	Essentials	
1_vz1QsUy5hEIsi3Z5wTUdMT_xawLGW20	06 Look Hit	wav	2.97	CinePRO Sound Design	Essentials	
1rYAPPJhxiRhvi9jUxJH2meRj47g4a92W	06 Medium Bass Drop B	wav	6	CinePRO Sound Design	Essentials	
1vFR4mHyXtvALAI0DAvzxzbDnVR0bFA8p	06 Murmur Heavy	wav	40	CinePRO Sound Design	Essentials	
19t3mZa6EE_GFz1omKUzA5W5B13kfriX-	06 Powerful A	mp3	16.4	CinePRO Sound Design	Essentials	
1Yf_G5cxXxusvI5AWlFaXP1SHVdblPnmW	06 Prisms	mp3	7.7	CinePRO Sound Design	Essentials	
1ZEwO2T75MGscBXvVkyZ2I9m0ZFx2zM1L	06 Pulse Riser	wav	4.46	CinePRO Sound Design	Essentials	
1R8I3SIjdemfduL1bX5MmbHQWjPLj90mP	06 Serious Hit A	mp3	11.5	CinePRO Sound Design	Essentials	
1w0plwe4OEOoepzbDGZ2D1Ya2xYOs7ZY-	06 Wind F	wav	20.81	CinePRO Sound Design	Essentials	
1v7mKtuqvhB0A3jY09mwiu_whAXSQT1mg	06 Woosh6	wav	1.66	CinePRO Sound Design	SFX	
1LDp6c7hm4h524c4lCjDYiqgzv8j9OYvU	06 Woosh6	mp3	1.72	CinePRO Sound Design	SFX	
14aaEduPB058DtPkIXNh_4U9FH22W-WGS	06_Grunge Record	wav	2.13	CinePRO Visual	Overlay	
1W9_h5jsp4Ga2eOi_qw5-NnwD9ApGp6U2	06. Trailer Impact	wav	5.25	CinePRO Sound Design	SFX	
1vU-HL8bIhVtL4ofxZsqYIHSXBMmEFHs8	07 Accent	wav	15	CinePRO Sound Design	Essentials	
1vBgLHx7ypZZREFcFdpFWPZoOzu4Ohpkj	07 Bass Drop Runner A	wav	6	CinePRO Sound Design	Essentials	
1iys9K5bAl0H9C1xTii5HDdys_RZjYQp0	07 Bass Drum Hit	wav	11.2	CinePRO Sound Design	Essentials	
1Jfzq0Lfv3DYrCl2PsXGYfgFLdx2kvNna	07 Coldness	mp3	26.6	CinePRO Sound Design	Essentials	
1AIbxSWSaKTzxN7Jd8lY_cE3M3WPXvKC5	07 Conceptual	mp3	5.52	CinePRO Sound Design	Essentials	
1PrcEQfyX1bST3WnUsM03OP02FMNGNdul	07 Drone Sweep B	wav	8.86	CinePRO Sound Design	Essentials	terror
1x4Mmt3unOA36L19_qmwK8KTy56RDkx-m	07 Dystopian C	wav	5.94	CinePRO Sound Design	Essentials	
1_SwnRHF7cSs3emU2332ljbZy9YXgizp7	07 Evolving Chopper A	wav	14.86	CinePRO Sound Design	Essentials	terror
1y4wL5odc--3zFaobVJKW1TZHQqNL884k	07 Exhale C	mp3	10.68	CinePRO Sound Design	Essentials	
1t0OxByCxgS4AA2X_8O0FnFuNxkM-MRxV	07 Murmur Light	wav	40	CinePRO Sound Design	Essentials	
1uQFWcZPnmDy6AOz7ALTYIdwodluERU5B	07 Powerful B	mp3	15.82	CinePRO Sound Design	Essentials	
1yMMLkgt6T_c_r38UUldQYyRJmXeiHYid	07 Purr Drone	wav	8.92	CinePRO Sound Design	Essentials	
1XTHxSFl3yLIZeYpAioSVsGAlGvX9M172	07 Rumble Riser	wav	11.37	CinePRO Sound Design	Essentials	
11yJuAKwrjLC0rUh-0Ms0vkKsHyJG5nU5	07 Serious Hit B	mp3	5.86	CinePRO Sound Design	Essentials	
1sHLsItfmu9hPGlqI3GWAGt_jPrDZJls3	07 Soft Whoosh	wav	2.97	CinePRO Sound Design	Essentials	corporativo
10XAhdX9ATobnsirz8MeJ3km7Ku2oVJUX	07 The Factory	mp3	60.87	CinePRO Sound Design	Essentials	
1L6zcCl-wsiZQtAb_XEbSqz8ontVWiGM6	07 Under Hit	wav	7.43	CinePRO Sound Design	Essentials	
18BnZhN7DJexCaKBOLQHLOA3INB53xMQS	07 Unfamiliar Hit	wav	10.4	CinePRO Sound Design	Essentials	
1NaUu2FSnL83VtipxUpblhzhznjz8PvjU	07 Wind G	wav	27.26	CinePRO Sound Design	Essentials	
1GO_jY7mn2o-c_JqgIWE1OVe_eAmWRcmW	07 Woosh7	wav	3	CinePRO Sound Design	SFX	
1IOXg6GHuRNAGabLdntfS18bOu2yIb_Cc	07 Woosh7	mp3	3.05	CinePRO Sound Design	SFX	
1j3SifqWX7zq_XpzU1UbXM_9hNWmTqIEf	07_Grunge Record	wav	1.84	CinePRO Visual	Overlay	
1AMnELclSRMkAvcpf1uePYaNfhcYtYu-J	07. Trailer Impact	wav	5.75	CinePRO Sound Design	SFX	
117MtzZJM0m9cNnP-AbL0soVpWlHlqOcn	08 Apex	wav	20.73	CinePRO Sound Design	Essentials	terror
1JZSAnB2ECkdNvL4EQAOPZX1il__zx9Jp	08 Bass Drop Runner B	wav	6.09	CinePRO Sound Design	Essentials	
1rG62_saRatUyFbfsEGngBMpa66Ck_sf1	08 Bass Overload A	wav	9.5	CinePRO Sound Design	Essentials	
1BwHYbAXQN3GgrTmofvf-PyIkAQW6PiHE	08 Canopy Hit	wav	4.93	CinePRO Sound Design	Essentials	
10hqv9IC-cCrmnXesFQ_1pY2KW2jdFWQk	08 Classic Braaam A	wav	5	CinePRO Sound Design	Essentials	
1A74ISoBLJ5QxkJgwn7PwnQ7aaIYSPTA0	08 Creep Whoosh	wav	2.87	CinePRO Sound Design	Essentials	
19mFjNYqou1JTe5gPFj9LsVy_nEbdJi7q	08 Dark Build A	mp3	11.62	CinePRO Sound Design	Essentials	
1wv-Z3-J1qmcRf4WR_ddidMFwRSkIi99L	08 Distant Lands	mp3	14.55	CinePRO Sound Design	Essentials	
1YqCIgihTo7YNKFFY4mjc2aCgsnNlrjBF	08 Evolving Chopper B	wav	14.86	CinePRO Sound Design	Essentials	terror
1ymT8peQ2guWGDRLS_Cca3pqLpijDDTHm	08 Fly Riser	wav	7.43	CinePRO Sound Design	Essentials	
1QYsRpEuYJyRV_35lT8hAprNEqnJ4YYwq	08 Growing Old	mp3	54.87	CinePRO Sound Design	Essentials	
1jQW68zVogWFafL-uFOfK9kndPxFQna-M	08 Leftover Hit	wav	6	CinePRO Sound Design	Essentials	
1_67tta3RyZpo3D3maRhGuo0E2t51IcbF	08 Pass Drone	wav	18.37	CinePRO Sound Design	Essentials	
1VRR-MclKmjcWZcAmixPdm5HD0Dy1rglO	08 Slow Whoosh A	mp3	11.16	CinePRO Sound Design	Essentials	
1mvphY6GIkQw81YVto_4OHxCq5SQ7xQO5	08 Standstill	mp3	39.51	CinePRO Sound Design	Essentials	
1tJ83nhS0sBz3sk4cPmy-E3BdH6uWRiBu	08 Suspense Hit A	wav	3.92	CinePRO Sound Design	Essentials	terror
1gq-jFhVkBvUacCol-9IlXWlBFBLKRPyQ	08 Thoughtful	wav	13.37	CinePRO Sound Design	Essentials	
1cYOBvfiUcwhyj044BZah5ZWMgqZfTQRc	08 Throne Drop A	mp3	10.32	CinePRO Sound Design	Essentials	
1REDwjRtNlevnq8eui9-JYInX3xFRohdK	08 Woosh8	wav	1.82	CinePRO Sound Design	SFX	
179oypxMQIFeGWcAPlPLtMrqpQLzvPwVU	08 Woosh8	mp3	1.88	CinePRO Sound Design	SFX	
1d433RcGJs2rS4Nv3Rc4FucqXuKcZU_j_	08_Grunge Record	wav	4.84	CinePRO Visual	Overlay	
1g03h2suE8crf-x8dQeCLU0zC1V20aq2y	08. Trailer Impact	wav	7.25	CinePRO Sound Design	SFX	
1Ln4dX8UI6xw_RSBfbnoEY1T5E34LTqXA	08952 sliding click	wav	0.24	CinePRO Sound Design	SFX	tutorial
1lWd3OkPbS9ZwfgTKpM23ISVntgQUbt8q	09 Air Woosh	mp3	3.55	CinePRO Sound Design	SFX	
1LhQRtToZ_dsIvz7UpnMHJNWtJpM6X0yn	09 Air Woosh	wav	3.5	CinePRO Sound Design	SFX	
1fyTy0XlBZSBdbfLsK4TaAFzB6Y7kIgVz	09 Apocalypse	wav	31.23	CinePRO Sound Design	Essentials	terror
1_bbE4nP8bcys7n0NtYRJZnYNCcybm-I5	09 Bass Drop Runnner C	wav	4.85	CinePRO Sound Design	Essentials	
16B8AxHR6ai8wmTZ5tn8uBoSb7Kg_hT9q	09 Bass Overload B	wav	8	CinePRO Sound Design	Essentials	
1dt_EmMrPrOjinT0okihS5Cl4etQjhrgG	09 Certainty	mp3	51.53	CinePRO Sound Design	Essentials	
1q8fyHIeXTsMlsH77bJE6jjXOxqcp_r9R	09 Chaos Hit	wav	12	CinePRO Sound Design	Essentials	
1_rud6ldV0S4xSEi7BuLlBoZ0ne9Fq-9e	09 Classic Braaam B	wav	5	CinePRO Sound Design	Essentials	
1N8fGzA9oez_HvGx-nDZjGjj3cPoPtIze	09 Constellation	wav	16	CinePRO Sound Design	Essentials	
1fTOkk-Nt9Q1agvH8FN2QULjB7blropqC	09 Dark Build B	mp3	10.37	CinePRO Sound Design	Essentials	
1m4PdRJtVLHnUWA20PJUgZI7Ox53QZ-Nb	09 Fly Whoosh	wav	2.97	CinePRO Sound Design	Essentials	
1m35AEK9m4RHwmCmkExHYucpN2HZK4gg2	09 Jet Riser A	wav	7.43	CinePRO Sound Design	Essentials	
1XqgmJ9q39akwxHHUmHOfWr090E-aspWT	09 Practical Hit	wav	5.89	CinePRO Sound Design	Essentials	
13E70vgQAcLZQjGHigcGQqvPzYaLT5ifH	09 Slow Whoosh B	mp3	12.92	CinePRO Sound Design	Essentials	
12ODw_02V5fsXl6uG65DNOs2paZ0NCDlt	09 Super Clean	mp3	10.49	CinePRO Sound Design	Essentials	
1FDKS4opZJNlLBTrtIwjtzCrxS1Mz-aXR	09 Suspense Hit B	wav	3.6	CinePRO Sound Design	Essentials	terror
